"User Story Number","User Story Description","Feature Number","Feature Description","Source File","Source Text"
"US-1177","As a bankruptcy analyst, I want to search loans with bankruptcy history, so that I can review ongoing cases.","F-3","F-3","part_039.txt","“Click [START SEARCH].”"
"US-1177","As a bankruptcy analyst, I want to search loans with bankruptcy history, so that I can review ongoing cases.","F-4","F-4","part_039.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1177","As a bankruptcy analyst, I want to search loans with bankruptcy history, so that I can review ongoing cases.","F-5","F-5","part_039.txt","“you will be automatically directed to the Bankruptcy tab.”"
"US-1178","As a bankruptcy analyst, I want to find loans without bankruptcy history through Loan Search, so that I can initiate bankruptcy tracking.","F-1","F-1","part_039.txt","“Click [LOAN] from the top Navigation menu. Select [SEARCH] from the dropdown.”"
"US-1178","As a bankruptcy analyst, I want to find loans without bankruptcy history through Loan Search, so that I can initiate bankruptcy tracking.","F-2","F-2","part_039.txt","“Select the search criteria from the displayed search fields in the Loan Search Screen.”"
"US-1178","As a bankruptcy analyst, I want to find loans without bankruptcy history through Loan Search, so that I can initiate bankruptcy tracking.","F-3","F-3","part_039.txt","“Click [START SEARCH].”"
"US-1178","As a bankruptcy analyst, I want to find loans without bankruptcy history through Loan Search, so that I can initiate bankruptcy tracking.","F-4","F-4","part_039.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1178","As a bankruptcy analyst, I want to find loans without bankruptcy history through Loan Search, so that I can initiate bankruptcy tracking.","F-5","F-5","part_039.txt","“Once the Loan Record is open, click on the Bankruptcy tab.”"
"US-1179","As a bankruptcy analyst, I want to export bankruptcy data to Excel, so that I can perform spreadsheet analysis.","F-1","F-1","part_039.txt","“Export to Excel BiExcel”"
"US-1179","As a bankruptcy analyst, I want to export bankruptcy data to Excel, so that I can perform spreadsheet analysis.","F-2","F-2","part_039.txt","“Exports the data from the table into an excel spreadsheet.”"
"US-1180","As a bankruptcy analyst, I want to export bankruptcy data to PDF, so that documents can be formally shared.","F-1","F-1","part_039.txt","“Export to PDF”"
"US-1180","As a bankruptcy analyst, I want to export bankruptcy data to PDF, so that documents can be formally shared.","F-2","F-2","part_039.txt","“Exports the data from the table into a .pdf file.”"
"US-1181","As a bankruptcy analyst, I want to print bankruptcy data, so that I can archive paper copies.","F-1","F-1","part_039.txt","“Print”"
"US-1181","As a bankruptcy analyst, I want to print bankruptcy data, so that I can archive paper copies.","F-2","F-2","part_039.txt","“Displays the data from the table into a printable page.”"
"US-1182","As a bankruptcy analyst, I want to open Bankruptcy Management, so that I can view a summary of the bankruptcy activity.","F-1","F-1","part_039.txt","“Bankruptcy Management View the information for the Bankruptcy Activity selected for the Loan.”"
"US-1182","As a bankruptcy analyst, I want to open Bankruptcy Management, so that I can view a summary of the bankruptcy activity.","F-2","F-2","part_039.txt","“Bankruptcy Management (EDIT MODE):  Bankruptcy Management For Chapter 7”"
"US-1183","As a bankruptcy analyst, I want quick access to loan notes from the Bankruptcy tab, so that I can read related communications.","F-1","F-1","part_039.txt","“View Notes … See Section 3.2.8.”"
"US-1183","As a bankruptcy analyst, I want quick access to loan notes from the Bankruptcy tab, so that I can read related communications.","F-2","F-2","part_039.txt","“Takes you to the Notes tab for the loan.”"
"US-1184","As a bankruptcy analyst, I want keyword filtering on the Bankruptcy table, so that I can locate specific events quickly.","F-1","F-1","part_039.txt","“Search search”"
"US-1184","As a bankruptcy analyst, I want keyword filtering on the Bankruptcy table, so that I can locate specific events quickly.","F-2","F-2","part_039.txt","“The main table will filter based off of the keyword search.”"
"US-1185","As a bankruptcy analyst, I want active bankruptcy activities marked clearly, so that I can prioritize current cases.","F-1","F-1","part_039.txt","“a green document icon (&) and (A) means that the Bankruptcy Activity is Active.”"
"US-1185","As a bankruptcy analyst, I want active bankruptcy activities marked clearly, so that I can prioritize current cases.","F-2","F-2","part_039.txt","“The active Bankruptcy type will open with its timeline displayed in the main data table.”"
"US-1186","As a bankruptcy analyst, I want inactive bankruptcy activities identified, so that I avoid processing closed cases.","F-1","F-1","part_039.txt","“a grey document icon (8) and (1) means that the Bankruptcy Activity is Inactive.”"
"US-1186","As a bankruptcy analyst, I want inactive bankruptcy activities identified, so that I avoid processing closed cases.","F-2","F-2","part_039.txt","“The active Bankruptcy Activity will open with its timeline displayed in the main data table.”"
"US-1187","As a foreclosure analyst, I want to search loans with foreclosure history, so that I can manage ongoing foreclosures.","F-1","F-1","part_039.txt","“Click [FORECLOSURE] from the top Navigation menu. Select [SEARCH] from the dropdown.”"
"US-1187","As a foreclosure analyst, I want to search loans with foreclosure history, so that I can manage ongoing foreclosures.","F-2","F-2","part_039.txt","“Select the search criteria from the displayed search fields in the Foreclosure Search Screen.”"
"US-1187","As a foreclosure analyst, I want to search loans with foreclosure history, so that I can manage ongoing foreclosures.","F-3","F-3","part_039.txt","“Click [START SEARCH].”"
"US-1187","As a foreclosure analyst, I want to search loans with foreclosure history, so that I can manage ongoing foreclosures.","F-4","F-4","part_039.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1187","As a foreclosure analyst, I want to search loans with foreclosure history, so that I can manage ongoing foreclosures.","F-5","F-5","part_039.txt","“you will be automatically directed to the Foreclosure tab.”"
"US-1188","As a foreclosure analyst, I want to find loans without foreclosure history via Loan Search, so that I can initiate foreclosure monitoring.","F-1","F-1","part_039.txt","“Click [LOAN] from the top Navigation menu. Select [SEARCH] from the dropdown.”"
"US-1188","As a foreclosure analyst, I want to find loans without foreclosure history via Loan Search, so that I can initiate foreclosure monitoring.","F-2","F-2","part_039.txt","“Select the search criteria from the displayed search fields in the Loan Search Screen.”"
"US-1188","As a foreclosure analyst, I want to find loans without foreclosure history via Loan Search, so that I can initiate foreclosure monitoring.","F-3","F-3","part_039.txt","“Click [START SEARCH].”"
"US-1188","As a foreclosure analyst, I want to find loans without foreclosure history via Loan Search, so that I can initiate foreclosure monitoring.","F-4","F-4","part_039.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1188","As a foreclosure analyst, I want to find loans without foreclosure history via Loan Search, so that I can initiate foreclosure monitoring.","F-5","F-5","part_039.txt","“Once the Loan Record is open, click on the Foreclosure tab.”"
"US-1189","As a foreclosure analyst, I want to export foreclosure data to Excel, so that I can evaluate it in spreadsheets.","F-1","F-1","part_039.txt","“Export to Excel BiExcel”"
"US-1189","As a foreclosure analyst, I want to export foreclosure data to Excel, so that I can evaluate it in spreadsheets.","F-2","F-2","part_039.txt","“Exports the data from the table into an excel spreadsheet.”"
"US-1190","As a foreclosure analyst, I want to export foreclosure data to PDF, so that I can share read-only reports.","F-1","F-1","part_039.txt","“Export to PDF”"
"US-1190","As a foreclosure analyst, I want to export foreclosure data to PDF, so that I can share read-only reports.","F-2","F-2","part_039.txt","“Exports the data from the table into a .pdf file.”"
"US-1191","As a foreclosure analyst, I want to print foreclosure data, so that I can maintain paper documentation.","F-1","F-1","part_039.txt","“Print”"
"US-1191","As a foreclosure analyst, I want to print foreclosure data, so that I can maintain paper documentation.","F-2","F-2","part_039.txt","“Displays the data from the table into a printable page.”"
"US-1192","As a foreclosure analyst, I want to open Foreclosure Management, so that I can view details of the selected foreclosure activity.","F-1","F-1","part_039.txt","“Foreclosure Management selected for the Loan.”"
"US-1192","As a foreclosure analyst, I want to open Foreclosure Management, so that I can view details of the selected foreclosure activity.","F-2","F-2","part_039.txt","“View the information for the Foreclosure Activity selected for the Loan.”"
"US-1193","As a foreclosure analyst, I want direct access to loan notes from the Foreclosure tab, so that I can review pertinent comments.","F-1","F-1","part_039.txt","“View Notes Takes you to the Notes tab for the loan.”"
"US-1193","As a foreclosure analyst, I want direct access to loan notes from the Foreclosure tab, so that I can review pertinent comments.","F-2","F-2","part_039.txt","“Takes you to the Notes tab for the loan.”"
"US-1194","As a foreclosure analyst, I want keyword filtering on the Foreclosure table, so that I can pinpoint specific steps efficiently.","F-1","F-1","part_039.txt","“Search search”"
"US-1194","As a foreclosure analyst, I want keyword filtering on the Foreclosure table, so that I can pinpoint specific steps efficiently.","F-2","F-2","part_039.txt","“The main table will filter based of”"
"US-1195","As a user, I want active foreclosure activities visually identified, so that I can quickly spot the ones now in progress.","F-1","F-1","part_040.txt","“a green document icon (8) and (A) means that the Foreclosure Activity is Active.”"
"US-1196","As a user, I want an active foreclosure activity to open with its timeline, so that I can review current milestones immediately.","F-1","F-1","part_040.txt","“The active Foreclosure Activity will open with its timeline displayed in the main data table.”"
"US-1197","As a user, I want inactive foreclosure activities shown with a grey indicator, so that I can distinguish them from active ones.","F-1","F-1","part_040.txt","“a grey document icon (8) and (I) means that the Foreclosure Activity is Inactive.”"
"US-1198","As a user, I want to open Foreclosure Management, so that I can see a summary of the foreclosure activity.","F-1","F-1","part_040.txt","“The Foreclosure Management button offers a general summary of the Foreclosure activity.”"
"US-1199","As a user, I want to view foreclosure notes and return, so that I can reference comments without losing my place.","F-1","F-1","part_040.txt","“click on the [VIEW NoTEs] button. This will redirect the user to the Notes Tab within the Loan Record.”"
"US-1199","As a user, I want to view foreclosure notes and return, so that I can reference comments without losing my place.","F-2","F-2","part_040.txt","“To go back to the Foreclosure Tab, click on [BACK TO FORECLOSURE].”"
"US-1200","As a user, I want to open the Mortgage Release Search screen, so that I can locate loans with release history.","F-1","F-1","part_040.txt","“Click [MORTGAGE RELEASE] from the top Navigation menu. Select [MORTGAGE SEARCH] from the dropdown.”"
"US-1201","As a user, I want to enter criteria on the Mortgage Release Search screen, so that I can narrow my loan search.","F-1","F-1","part_040.txt","“Select the search criteria from the displayed search fields in the Mortgage Release Search Screen.”"
"US-1202","As a user, I want to run the Mortgage Release search, so that I can see matching loans.","F-1","F-1","part_040.txt","“Click [START SEARCH].”"
"US-1203","As a user, I want to open a loan record from search results, so that I can review its Mortgage Release data immediately.","F-1","F-1","part_040.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1203","As a user, I want to open a loan record from search results, so that I can review its Mortgage Release data immediately.","F-2","F-2","part_040.txt","“Once the Loan Record is open, you will be automatically directed to the Mortgage Release tab.”"
"US-1204","As a user, I want to choose which result headers appear, so that search results show only columns I need.","F-1","F-1","part_040.txt","“Result Headers — Search criteria columns to be displayed in the Search Results table”"
"US-1205","As a user, I want to open the Loan Search screen, so that I can find loans without Mortgage Release history.","F-1","F-1","part_040.txt","“Click [LOAN] from the top Navigation menu. Select [SEARCH] from the dropdown.”"
"US-1206","As a user, I want to set criteria on the Loan Search screen, so that I can refine my search.","F-1","F-1","part_040.txt","“Select the search criteria from the displayed search fields in the Loan Search Screen.”"
"US-1207","As a user, I want to execute my loan search, so that matching loans are listed.","F-1","F-1","part_040.txt","“Click [START SEARCH].”"
"US-1208","As a user, I want to open a loan record and reach its Mortgage Release tab, so that I can begin release processing.","F-1","F-1","part_040.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1208","As a user, I want to open a loan record and reach its Mortgage Release tab, so that I can begin release processing.","F-2","F-2","part_040.txt","“Once the Loan Record is open, click on the Mortgage Release tab.”"
"US-1209","As a user, I want to export Mortgage Release data to Excel, so that I can analyze it offline.","F-1","F-1","part_040.txt","“BiExcel — Exports the data from the table into an excel spreadsheet.”"
"US-1210","As a user, I want to export Mortgage Release data to PDF, so that I can share a snapshot report.","F-1","F-1","part_040.txt","“Export to PDF — Exports the data from the table into a .pdf file.”"
"US-1211","As a user, I want to print Mortgage Release data, so that I can keep a hard-copy record.","F-1","F-1","part_040.txt","“Print — Displays the data from the table into a printable page.”"
"US-1212","As a user, I want to open Mortgage Release Management, so that I can review details and status of the release.","F-1","F-1","part_040.txt","“Mortgage Release Management — View the information for the Mortgage Release Activity selected for the Loan.”"
"US-1212","As a user, I want to open Mortgage Release Management, so that I can review details and status of the release.","F-2","F-2","part_040.txt","“The Mortgage Release Management button shows whether the selected Mortgage Release is either Active or Inactive.”"
"US-1213","As a user, I want to filter Mortgage Release records by keyword, so that I can locate specific entries quickly.","F-1","F-1","part_040.txt","“Search and filter the page by specific keywords. The main table will filter based off of the keyword search.”"
"US-1214","As a user, I need Mortgage Release activity to be read-only, so that no one can add unauthorized release actions.","F-1","F-1","part_040.txt","“This information is read-only, and the user can not add new release activities for loan programs.”"
"US-1215","As a user, I want an active mortgage release to open with its timeline, so that I can track progress immediately.","F-1","F-1","part_040.txt","“The active Mortgage Release Activity will open with its timeline displayed in the main data table.”"
"US-1216","As a user, I want active mortgage releases visually flagged, so that I can identify them at a glance.","F-1","F-1","part_040.txt","“a green document icon (&) and (A) means that the Mortgage Release Activity is Active.”"
"US-1217","As a user, I want to view mortgage release notes and return, so that I can reference comments without losing context.","F-1","F-1","part_040.txt","“click on the [VIEW NoTEs] button. This will redirect the user to the Notes Tab within the Loan Record.”"
"US-1217","As a user, I want to view mortgage release notes and return, so that I can reference comments without losing context.","F-2","F-2","part_040.txt","“To go back to the Mortgage Release Tab, click on [BACK TO MORTGAGE RELEASE].”"
"US-1218","As a user, I want to open the Check Search screen, so that I can locate disbursement checks.","F-1","F-1","part_040.txt","“Click [MORTGAGE RELEASE] from the top Navigation menu. Select [CHECK SEARCH] from the dropdown.”"
"US-1219","As a user, I want to enter criteria on Check Search, so that I can focus my search.","F-1","F-1","part_040.txt","“Select the search criteria from the displayed search fields in the Check Search Screen.”"
"US-1220","As a user, I want to exclude release checks, so that I see only disbursement checks.","F-1","F-1","part_040.txt","“Select any option EXCEPT Release Checks from the Search Field Disbursement Type.”"
"US-1221","As a user, I want to run my check search, so that matching checks appear.","F-1","F-1","part_040.txt","“Click [START SEARCH].”"
"US-1222","As a user, I want to open a loan from check results and go to its Disbursement tab, so that I can review payments.","F-1","F-1","part_040.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1222","As a user, I want to open a loan from check results and go to its Disbursement tab, so that I can review payments.","F-2","F-2","part_040.txt","“you will be automatically directed to the Disbursement tab.”"
"US-1223","As a user, I want to search specifically for release checks, so that I can audit them.","F-1","F-1","part_040.txt","“Select Release Checks from the Search Field Disbursement Type.”"
"US-1223","As a user, I want to search specifically for release checks, so that I can audit them.","F-2","F-2","part_040.txt","“Click [START SEARCH].”"
"US-1224","As a user, I want loans with release checks to open on the Mortgage Release tab, so that I can see related activity.","F-1","F-1","part_040.txt","“Click on either Loan Skey, FHA Case #, or Loan # to open the Loan Record.”"
"US-1224","As a user, I want loans with release checks to open on the Mortgage Release tab, so that I can see related activity.","F-2","F-2","part_040.txt","“you will be automatically directed to the Mortgage Release tab.”"
"US-1225","As a user, I want to open the Checks detail from the Mortgage Release tab, so that I can inspect individual payments.","F-1","F-1","part_040.txt","“From the Mortgage Release tab, click on the Checks link from the Release Activity table.”"
"US-1226","As a user, I want to see when transaction data was last refreshed, so that I know the currency of my reports.","F-1","F-1","part_040.txt","“By clicking it once, users can see the last time transaction data was refreshed.”"
"US-1227","As a user, I want to refresh today’s transaction data, so that I can work with up-to-date information.","F-1","F-1","part_040.txt","“By clicking it once more, users will refresh the data. Allow 1-2 minutes for the page to load.”"
"US-1228","As a user, I want to open the Trial Balance screen, so that I can review account balances.","F-1","F-1","part_040.txt","“click [CASH MANAGEMENT] from the top Navigation menu and then select [TRIAL BALANCE] from the dropdown.”"
"US-1229","As a user, I want to set Trial Balance dates and view type, so that the report matches my needs.","F-1","F-1","part_040.txt","“Users can customize the display by Start Month, End Month, and Display Type (as a Summary or Breakdown by Months).”"
"US-1229","As a user, I want to set Trial Balance dates and view type, so that the report matches my needs.","F-2","F-2","part_040.txt","“Update Report — This button will update the page with the selected dates/display type.”"
"US-1230","As a user, I want to view the Summary of Account Changes, so that I can see period-over-period movement.","F-1","F-1","part_040.txt","“Summary of Account Changes — This button will open a page that summarizes account.”"
"US-1231","As a user, I want to view and export the Trial Balance Summary, so that I can distribute formal financial reports.","F-1","F-1","part_040.txt","“Trial Balance Summary — This button will open a page that displays the Unadjusted Trial Balance Summary…”"
"US-1231","As a user, I want to view and export the Trial Balance Summary, so that I can distribute formal financial reports.","F-2","F-2","part_040.txt","“Export capabilities include Excel, PDF, and Print.”"
"US-1232","As a user, I want to drill into a USSGL account, filter results, and export them, so that I can analyze specific ledger details.","F-1","F-1","part_040.txt","“Clicking a USSGL Accounting will open the details of that specific USSGL Account.”"
"US-1232","As a user, I want to drill into a USSGL account, filter results, and export them, so that I can analyze specific ledger details.","F-2","F-2","part_040.txt","“Users can narrow the search within the USSGL account through Loan Program and Transaction Code.”"
"US-1232","As a user, I want to drill into a USSGL account, filter results, and export them, so that I can analyze specific ledger details.","F-3","F-3","part_040.txt","“Export capabilities include Excel, PDF, and Print.”"
"US-1233","As a user, I want to open the TROR report, so that I can monitor receivables and debt collections.","F-1","F-1","part_040.txt","“click [CASH MANAGEMENT] from the top Navigation menu and then select [TROR REPORT] from the dropdown.”"
"US-1234","As a user, I want to change the TROR report’s quarters, so that I can view other periods.","F-1","F-1","part_040.txt","“Users have the ability to set their display preferences by Start Quarter and End Quarter.”"
"US-1235","As a user, I want to drill into TROR line items, filter them, and review the related USSGL accounts, so that I can audit specifics.","F-1","F-1","part_040.txt","“Selecting a line item (in blue) will open a page listing the USSGL Accounts used for that line item.”"
"US-1235","As a user, I want to drill into TROR line items, filter them, and review the related USSGL accounts, so that I can audit specifics.","F-2","F-2","part_040.txt","“Users can narrow the search within the line item through Loan Program and Transaction Code.”"
"US-1236","As a user, I want to open the Transaction Search screen, so that I can locate specific transactions.","F-1","F-1","part_040.txt","“Click [CASH MANAGEMENT] from the top Navigation menu. Select [TRANSACTION SEARCH] from the dropdown.”"
"US-1237","As a user, I want to enter criteria on Transaction Search, so that the results fit my parameters.","F-1","F-1","part_040.txt","“Select the search criteria from the displayed search fields in the Transaction Search Screen.”"
"US-1238","As a user, I want to execute a transaction search, so that matching transactions are returned.","F-1","F-1","part_040.txt","“Click [START SEARCH].”"
"US-1239","As a SMART user, I want to search transactions using multiple criteria, so that I can quickly locate specific transaction records.","F-1","F-1","part_041.txt","“Table 12: Transaction Search Fields”"
"US-1239","As a SMART user, I want to search transactions using multiple criteria, so that I can quickly locate specific transaction records.","F-2","F-2","part_041.txt","“Multiple FHA Case #’s  Search by multiple FHA Case numbers”"
"US-1239","As a SMART user, I want to search transactions using multiple criteria, so that I can quickly locate specific transaction records.","F-3","F-3","part_041.txt","“Step 3: — Click [START SEARCH].”"
"US-1239","As a SMART user, I want to search transactions using multiple criteria, so that I can quickly locate specific transaction records.","F-4","F-4","part_041.txt","“Search results will display in the search result dashboard.”"
"US-1239","As a SMART user, I want to search transactions using multiple criteria, so that I can quickly locate specific transaction records.","F-5","F-5","part_041.txt","“50 transaction records will display in dashboard.”"
"US-1240","As a SMART user, I want Pay.gov transaction FHA-case links to open Pay.gov history, so that I can review default-accounting details immediately.","F-1","F-1","part_041.txt","“Pay.gov Queue, Pay.gov Queue Reversal, and Pay.gov Return transactions”"
"US-1240","As a SMART user, I want Pay.gov transaction FHA-case links to open Pay.gov history, so that I can review default-accounting details immediately.","F-2","F-2","part_041.txt","“the link will bring the user to the Transaction History screen in the Pay.gov Dashboard.”"
"US-1241","As a SMART user, I want SMART-transaction FHA-case links to open the loan’s Transactions tab, so that I can view loan-level activity instantly.","F-1","F-1","part_041.txt","“For SMART Transactions, the link will bring users to the Transactions Tab of the loan module for the selected case.”"
"US-1241","As a SMART user, I want SMART-transaction FHA-case links to open the loan’s Transactions tab, so that I can view loan-level activity instantly.","F-2","F-2","part_041.txt","“the link will bring users to the Transactions Tab of the loan module for the selected case.”"
"US-1242","As a SMART user, I want to open SPS from the Cash Management menu, so that I can review unprocessed checks.","F-1","F-1","part_041.txt","“click [CASH MANAGEMENT]… then select [SPS] from the dropdown.”"
"US-1242","As a SMART user, I want to open SPS from the Cash Management menu, so that I can review unprocessed checks.","F-2","F-2","part_041.txt","“The Unprocessed Checks table shows checks available for processing.”"
"US-1243","As a SMART user, I want to review the status of submitted checks, so that I can track treasury acceptance or rejection.","F-1","F-1","part_041.txt","“Submitted checks fall into the Checks Submitted/Checks Status table.”"
"US-1243","As a SMART user, I want to review the status of submitted checks, so that I can track treasury acceptance or rejection.","F-2","F-2","part_041.txt","column samples in Figure 200 (e.g., “Accepted by Treasury”, “Checks Reverted”)."
"US-1244","As a SMART user, I want to search customer-service tickets, so that I can find and manage specific inquiries.","F-1","F-1","part_041.txt","“Step 1: Click [CUSTOMER SERVICE]… Select [TICKET SEARCH] from the dropdown.”"
"US-1244","As a SMART user, I want to search customer-service tickets, so that I can find and manage specific inquiries.","F-2","F-2","part_041.txt","“Customer Service Tickets can be retrieved through various combinations of the search criteria available on the Ticket Search Screen.”"
"US-1244","As a SMART user, I want to search customer-service tickets, so that I can find and manage specific inquiries.","F-3","F-3","part_041.txt","“Step 3: — Click [START SEARCH].”"
"US-1244","As a SMART user, I want to search customer-service tickets, so that I can find and manage specific inquiries.","F-4","F-4","part_041.txt","“Search results will display in the search result dashboard. 50 records will display in dashboard.”"
"US-1245","As a SMART user, I want to open a ticket from search results, so that I can view its full detail.","F-1","F-1","part_041.txt","“click on the Ticket No. to open the ticket.”"
"US-1245","As a SMART user, I want to open a ticket from search results, so that I can view its full detail.","F-2","F-2","part_041.txt","“The user is redirected to the ticket’s Ticket Detail tab in the Customer Service Module.”"
"US-1246","As a SMART user, I want to edit ticket information, so that I can keep data accurate.","F-1","F-1","part_041.txt","“The default page within a Customer Service Ticket is the Ticket Detail page.”"
"US-1246","As a SMART user, I want to edit ticket information, so that I can keep data accurate.","F-2","F-2","part_041.txt","“The Loan Information box, Ticket # field, and Borrower/Caller Information box are only editable for Supervisor roles.”"
"US-1246","As a SMART user, I want to edit ticket information, so that I can keep data accurate.","F-3","F-3","part_041.txt","“Step 3: = Click [SAVE]. Step 4: From the confirmation pop-up, click [SUBMIT].”"
"US-1247","As a SMART user, I want to copy ticket-resolution notes to the clipboard, so that I can paste them into other documents.","F-1","F-1","part_041.txt","“Clicking the [Copy TO CLIPBOARD] button allows a user to Copy and Paste…”"
"US-1247","As a SMART user, I want to copy ticket-resolution notes to the clipboard, so that I can paste them into other documents.","F-2","F-2","part_041.txt","same sentence above referencing Copy and Paste (Ctrl + V)."
"US-1248","As a SMART user, I want to record a new call log entry, so that telephone interactions are documented.","F-1","F-1","part_041.txt","“Step1: Inside the Call Log tab, click on [CREATE NEW CALL Log].”"
"US-1248","As a SMART user, I want to record a new call log entry, so that telephone interactions are documented.","F-2","F-2","part_041.txt","“Step 2: Complete all required fields.”"
"US-1248","As a SMART user, I want to record a new call log entry, so that telephone interactions are documented.","F-3","F-3","part_041.txt","“Step 3: = Click [SAVE]. Step 4: From the confirmation pop-up, click [SUBMIT].”"
"US-1249","As a SMART user, I want to edit an existing call log entry, so that corrections can be made.","F-1","F-1","part_041.txt","“To edit the call log, select Edit Log in the Action column on the Call Log page.”"
"US-1249","As a SMART user, I want to edit an existing call log entry, so that corrections can be made.","F-2","F-2","part_041.txt","“Complete all required fields and Click Save.”"
"US-1250","As a SMART user, I want to add a new ticket action, so that workflow steps are tracked.","F-1","F-1","part_041.txt","“Step 2: To add a new Ticket Action, click on [CREATE NEW ACTION].”"
"US-1250","As a SMART user, I want to add a new ticket action, so that workflow steps are tracked.","F-2","F-2","part_041.txt","“Step 3: Select the Action to add from the Current Action dropdown menu.”"
"US-1250","As a SMART user, I want to add a new ticket action, so that workflow steps are tracked.","F-3","F-3","part_041.txt","“click [SAVE]… click [SUBMIT].”"
"US-1251","As a SMART user, I want to mark a ticket action complete, so that action status is accurate.","F-1","F-1","part_041.txt","“click on the [CLICK TO COMPLETE] link located in the Actions column for an action that has not yet been completed.”"
"US-1251","As a SMART user, I want to mark a ticket action complete, so that action status is accurate.","F-2","F-2","part_041.txt","“Fill in the Complete Date and click [SAVE].”"
"US-1252","As a SMART user, I want to add a note to a ticket, so that additional information is documented.","F-1","F-1","part_041.txt","“Step 2: Click on [ADD NOTE] to navigate to the Add Note window.”"
"US-1252","As a SMART user, I want to add a note to a ticket, so that additional information is documented.","F-2","F-2","part_041.txt","“Step 3: Complete all required fields.”"
"US-1252","As a SMART user, I want to add a note to a ticket, so that additional information is documented.","F-3","F-3","part_041.txt","“Step 4: — Click [SAVE]. Step5: On the Confirmation Pop-up, click [SUBMIT].”"
"US-1253","As a SMART user, I want to view all notes for an FHA case, so that I can see complete historical correspondence.","F-1","F-1","part_041.txt","“Inside the Notes tab, click on the View All Notes button.”"
"US-1253","As a SMART user, I want to view all notes for an FHA case, so that I can see complete historical correspondence.","F-2","F-2","part_041.txt","“All the notes associated with that FHA Case Number will display in chronological order.”"
"US-1254","As a SMART user, I want to view documents linked to a case, so that I can access supporting files.","F-1","F-1","part_041.txt","“click on the Documents tab.”"
"US-1254","As a SMART user, I want to view documents linked to a case, so that I can access supporting files.","F-2","F-2","part_041.txt","“All the documents associated with that FHA Case Number will display in chronological order.”"
"US-1255","As a SMART user, I want to view borrower-history data for merged tickets, so that prior contact details are available.","F-1","F-1","part_041.txt","“if a non_sys ticket has been merged with a sys ticket, the borrower name, address, and phone number… is saved into the Borrower History.”"
"US-1255","As a SMART user, I want to view borrower-history data for merged tickets, so that prior contact details are available.","F-2","F-2","part_041.txt","Figure 213 label “Borrower History Information”."
"US-1256","As a SMART user, I want to close a ticket, so that completed inquiries are archived.","F-1","F-1","part_041.txt","“select ‘Closed.’”"
"US-1256","As a SMART user, I want to close a ticket, so that completed inquiries are archived.","F-2","F-2","part_041.txt","“Step 3: — Click [SAVE] then on the confirmation pop-up, click [SUBMIT].”"
"US-1256","As a SMART user, I want to close a ticket, so that completed inquiries are archived.","F-3","F-3","part_041.txt","“the Ticket will display ‘(I)’ to represent Inactive in the Ticket No. table.”"
"US-1257","As a SMART user, I want to create a new ticket from the header, so that I can log new inquiries quickly.","F-1","F-1","part_041.txt","“Click [CUSTOMER SERVICE]… Select [CREATE NEW TICKET] from the dropdown.”"
"US-1257","As a SMART user, I want to create a new ticket from the header, so that I can log new inquiries quickly.","F-2","F-2","part_041.txt","“If you insert an FHA Case Number that exists in SMART, then the Loan Program and Borrower Information will auto-populate.”"
"US-1257","As a SMART user, I want to create a new ticket from the header, so that I can log new inquiries quickly.","F-3","F-3","part_041.txt","“The ‘Ticket Priority’ field is defaulted to Low… ‘Ticket Status’… defaulted to Open… ‘Designee’ field is defaulted to the user’s name.”"
"US-1257","As a SMART user, I want to create a new ticket from the header, so that I can log new inquiries quickly.","F-4","F-4","part_041.txt","“Step 3: = Click [SAVE]. Step 4: From the confirmation pop-up, click [SUBMIT].”"
"US-1257","As a SMART user, I want to create a new ticket from the header, so that I can log new inquiries quickly.","F-5","F-5","part_041.txt","“The ticket will display an ‘(A)’ to represent Active… and the ticket will display in the designee’s inbox.”"
"US-1258","As a SMART user, I want to create a ticket directly from a loan record, so that the ticket is pre-linked to that case.","F-1","F-1","part_041.txt","“Inside the Customer Service Module, click [CREATE NEW TICKET] to create a new customer service ticket for that specific loan.”"
"US-1258","As a SMART user, I want to create a ticket directly from a loan record, so that the ticket is pre-linked to that case.","F-2","F-2","part_041.txt","presence of FHA case in screenshot “Create New Ticket” within loan record."
"US-1258","As a SMART user, I want to create a ticket directly from a loan record, so that the ticket is pre-linked to that case.","F-3","F-3","part_041.txt","“This case has an open SMART ticket… You will have two options, [PROCEED] or [CANCEL].”"
"US-1258","As a SMART user, I want to create a ticket directly from a loan record, so that the ticket is pre-linked to that case.","F-4","F-4","part_041.txt","“Step 3: = Click [SAVE]. Step 4: From the confirmation pop-up, click [SUBMIT].”"
"US-1259","As a user, I want to open the Customer Service Reports dashboard, so that I can view available customer-service reports.","F-1","F-1","part_042.txt","“Step1: Click [REPORTS] from the top Navigation menu. Select [CUSTOMER SERVICE] from the dropdown.”"
